filename,yuri_norm
3332_163098,0.0
3375_138681,0.2077562326869806
3386_139167,0.11080332409972299
3406_140173,0.167590027700831
3412_140718,0.026315789473684223
3413_140732,0.1745152354570637
3432_141806,0.09833795013850413
3432_144006,0.0817174515235457
3432_152034,0.0664819944598338
3505_145386,0.2839335180055401
3507_145453,0.11634349030470914
3519_145969,0.3767313019390582
3519_146347,0.37811634349030476
3519_148314,0.29778393351800553
3519_148571,0.5401662049861496
3519_153113,0.45152354570637127
3519_157441,0.3905817174515235
3519_160917,0.46675900277008314
3519_166567,0.4944598337950139
3525_146329,0.21745152354570638
3542_147412,0.19944598337950137
3542_149292,0.8601108033240997
3542_157192,0.17867036011080334
3542_159751,0.17590027700831024
3547_147740,0.033240997229916885
3547_149476,0.24099722991689748
3558_148375,0.11634349030470914
3558_151754,0.10664819944598337
3558_157333,0.10526315789473684
3558_163586,0.01939058171745152
3558_165280,0.12188365650969528
3560_148430,0.26869806094182824
3585_149565,0.4903047091412742
3585_152730,0.3822714681440444
3585_156682,0.4473684210526316
3585_156877,0.4958448753462604
3585_162175,0.7008310249307479
3590_149859,0.22022160664819945
3590_152213,0.17313019390581716
3611_150752,0.30055401662049863
3611_155043,0.48753462603878117
3611_163958,0.4279778393351801
3625_151723,0.32963988919667586
3625_161235,0.24376731301939056
3639_152497,0.1592797783933518
3653_152923,0.19944598337950137
3653_153450,0.2770083102493075
3653_157261,0.21745152354570638
3665_153545,0.25900277008310246
3667_153600,0.2742382271468144
3693_154379,0.2257617728531856
3703_154789,0.06925207756232687
3716_155275,0.3573407202216067
3716_155281,0.652354570637119
3723_155603,0.3171745152354571
3735_156030,0.11634349030470914
3735_157496,0.26454293628808867
3735_160396,0.0
3735_163651,0.19944598337950137
3754_156707,0.18559556786703602
3755_156737,0.3448753462603878
3759_157035,0.38642659279778396
3759_157046,0.3545706371191136
3763_157110,0.4265927977839335
3763_161237,0.4529085872576178
3763_163631,0.7825484764542936
3763_164862,0.5346260387811635
3780_157613,0.13988919667590027
3784_157680,0.4944598337950139
3785_157738,0.2077562326869806
3800_158285,0.2119113573407202
3802_158308,0.1191135734072022
3810_158494,0.11772853185595568
3810_158675,0.047091412742382266
3816_158814,0.6274238227146813
3817_158891,0.17313019390581716
3833_159575,0.37119113573407203
3854_160445,0.2673130193905817
3862_160792,0.15650969529085873
3863_160807,0.2008310249307479
3866_160899,0.3462603878116343
3866_166204,0.31994459833795014
3872_161210,0.39889196675900274
3872_161224,0.6191135734072022
3885_161743,0.09695290858725762
3885_162177,0.11357340720221606
3885_164577,0.13434903047091412
3885_164584,0.10249307479224376
3894_162181,0.05124653739612188
3917_163022,1.0
3961_164203,0.2229916897506925
3961_164825,0.19113573407202217
3962_164246,0.0858725761772853
3963_164265,0.5595567867036012
3964_164338,0.1745152354570637
3964_164352,0.1592797783933518
3986_165240,0.3545706371191136
3998_165601,0.4445983379501385
4014_166308,0.09279778393351801
4026_166703,0.2229916897506925
4040_167040,0.3559556786703601
4043_167174,0.29085872576177285
